TrayCustomerID,CustomerNo,Destination,Address,Client,Sub,PhoneNumber,FAX,Remarks,FolderLink,UpdatedAt,UpdatedBy
154,ENM,(株) エノモト,神奈川県津久井郡藤野町佐野川2350,AMP 勝俣 A伝,小俣工場長代理,0426-87-5111,0426-87-4878,,,,
155,ENP,㈱エンプラス,栃木県矢坂市片岡　2066番地2,TNX01,オプトプラニクス事業部　室井,0287-48-2440,,,,,
156,ENS,㈱遠州,〒438-0831　静岡県磐田市上新屋748,ENS01  1140,伊藤,0538-35-5170,0538-37-0830,,,,
157,EPE,(株)イーピーイ　　酒田営業所,山形県酒田市大宮町2-6-22,インテックス,村井所長,0234-26-6666,,,,,
158,EPX,(株)エピテックス,〒601-8034　　京都府京都市南区東九条南河辺町66-3,EPX01　　1363,佐伯 様宛,075-682-2338,075-682-2267,,,,
159,ERB1,(株)エレバム,,,佐藤,,,,,,
160,ESK,栄商金属(株),〒146-0092　　東京都大田区下丸子2-1-3,ESK01　1029,佐山 様宛,03-3759-1207,03-3759-1255,,,,
161,ESP,(有) エースプラスチック,東京都八王子市左入町111,小倉貿易（株）OGR01,,0426-91-7308,,,,,
162,EST,イースタン技研(株),〒242-0014　　神奈川県大和市上和田2666-2,EST01　　1429,電気接点事業部　中村様宛,046-201-0901,,,,,
163,ETK1,㈱エイト工業,横浜市港北区綱島東6-7-9,ETK01 ｴｲﾄ工業,,045-542-0117,045-544-1417,,,,
164,EXD,㈱エクセル電子,愛媛県松山市空港通4-6-2,EXD01,設計　渡部,089-972-8860,089-973-2880,,,,
165,EXD2,(株)エクセル電子　東京営業所,東京都品川区五反田5丁目5-1,EXD01,ﾃｸﾆｶﾙﾃﾞｻﾞｲﾝｾﾝﾀｰ　山口 様宛,03-3495-2235,03-3493-2049,,,,
166,EXD1,㈱エクセル電子,愛媛県松山市空港通4-6-2,EXD01,中屋,089-972-8860,*,,,,
167,EXP,(有)エクセルﾊﾟｰﾂ,〒520-3435　　滋賀県甲賀市甲賀町相模331,EXP01　　1088,中島 様宛,0748-88-5198,0748-88-6311,,,,
168,EZK,江崎工業(株),〒329-4306　　栃木県下都賀郡岩舟町大字曲ヶ島1932-1,EZK01　　1231,三木 様宛,0282-55-1511,0282-88-0367,,,,
169,FDK1,FDK株式会社,静岡県湖西市鷲津2281,FDK01  171,購買企画部　佐藤,053-576-2152,,,,,
170,FDK2,FDK株式会社,静岡県湖西市鷲津2281,*,Pプロ　梶本　雅俊,053-575-2617,,,,,
171,FDK3,FDK株式会社 　山陽工場,〒757-8585　　山口県山陽小野田市本町5区,FDK02　　950,圧電製造課　技術　　竹内 様宛,0836-71-0086,0836-72-1299,,,,
172,FDK4,FDK株式会社 　電子事業本部,〒431-0495　　静岡県湖西市鷲津2281,FDK01　　171,ﾊﾟﾜｰｺﾝﾎﾟｰﾈﾝﾄ事業部　YD開発Gr.　中村 様宛,053-575-2586,053-575-1496,,,,
173,FDK5,FDJｴﾅｼﾞｰ(株),〒431-0431　　静岡県湖西市鷲津614,FDK03　　1204,技術統括部　商品開発課　　石谷 様宛,053-576-5121,,,,,
174,FJD,（株）フジ電科,群馬県藤岡市鮎川757,FJD01,群馬工場　購買課　岡田,0274-24-2077,0274-24-2486,,,,
175,FJK,（株）青森フジクラ金矢,青森県上北郡六戸町金矢2-2,FJK05,光部品部生産管理課  伊藤 孝弘,0176-51-1304,0176-51-1103,,,,
176,FJK2,（株）フジクラ　　　光機器事業部　,千葉県佐倉市六崎1440,FJK04   ﾌｼﾞｸﾗ,光対応製品部　技術ｸﾞﾙｰﾌﾟ　林　和幸,043-484-3943,043-484-0987,,,,
177,FJK3,（株）フジクラ　　　光機器事業部　,千葉県佐倉市六崎1440,FJK04   ﾌｼﾞｸﾗ,光機開S  久保木　,043-484-0921,043-484-0987,,,,
178,FJS,(株)フジソレノイド,〒671-1534　　兵庫県揖保郡太子町福地793-1,FJS01　　1288,浅尾 様宛,079-276-3611,079-276-2050,,,,
179,FJT,（株）島根富士通,島根県簸川郡斐川町大字三絡1180-6,AMP 逢澤,製造技術部　狩野,0853-72-4223,,,,,
180,FJT1,富士通ﾏｲｸﾛﾃﾞﾊﾞｲｽ(株),〒222-0033　　神奈川県横浜市港区新横浜2-100-45　新横浜中央ビル13F,FJT01　　1110,首都圏営業部 第一版　　今吉 様宛,045-415-5891,045-415-5880,,,,
181,FKE,（株）深江工作所　豊津工場,福岡県京都郡みやこ町徳永1781,,今村,0930-33-3542,,,,,
182,FKE1,（株）深江工作所　豊津工場,福岡県京都郡みやこ町徳永1781,FKE01,岩本,0930-33-3542,0930-33-3570,,,,
183,FKG,(株)富士工業,〒028-1302　　岩手県下閉伊郡山田町豊間根7-4-10,FKG01　　1292,田鎖 様宛,0193-83-5963,0193-83-5552,,,,
184,FKJ,(有)福寿電気,〒965-0102　　福島県会津若松市真宮新町北2丁目98番地,FKJ01　　1418,永井 様宛,0242-58-3472,0242-58-3242,,,,
185,FKK,藤川金属工業(株),〒557-0032　　大阪府大阪市西成区旭2丁目8番9号,FKK02　　1073,角垣内 様宛,06-6562-4315,06-6568-2633,,,,
186,FLT,（株）フィルテック,*,AMP 清水　A伝,*,*,,,,,
187,FLX,ﾌﾚｯｸｽ･ﾃﾞｨｰ(株),〒729-5742　　広島県庄原市西城町中野313番地1,FLX01　　1069,村上 様宛,0824-82-2097,0824-82-2098,,,,
188,FN,(株)エフエヌ,〒259-0141　　神奈川県足柄上郡中井町遠藤301,FN01　　1395,石川,0465-81-1107,0465-81-2715,,,,
189,FNB,フナバシ工業,*,THD01,*,*,,,,,
190,FNI,船井電機(株),〒574-0013　　大阪府大東市中垣内7-7-1,FNI01　　1026,情報機器事業部 ﾗｲﾃｨﾝｸﾞｼｽﾃﾑ部　小林様,072-870-4327,,,,,
191,FJO,(株)フジ･オプティクス　　　,〒394-0002　　長野県岡谷市赤羽3-6-8 ㈱ｻｲﾊﾟｰｸ内,FJO01　　1008,若藤 様宛,0266-23-5222,0266-23-5117,,,,
192,FJP2,フジプラスチック工業(株),〒193-0834　　東京都八王子市東浅川町227,FJP02　　1098　,渡辺 様宛,042-663-0002,042-666-6042,,,,
193,FRY,（株）フルヤ,*,光和精工（株）KOW01,*,*,,,,,
194,FSO,(株)富創,〒400-0105　　山梨県甲斐市下今井1520,FSO01　　1093,瀧口 様宛,0551-28-2841,0551-28-4261,,,,
195,FSS,(株)福島製作所,〒333-0824　　埼玉県川口市赤芝新田254-1,FSS01　1090　㈱福島製作所,福島 様宛,048-296-6486,048-296-6492,,,,
196,ETS,デアルセンス(株) 高崎営業所,〒370-3104　　群馬県高崎市築縄町52-7,ETS01,業務,027-362-2091,027-370-0791,,,,
197,FTK,富士通化成（株）,栃木県小山市西黒田292,OTK02  大塚商店,小山事業所　岸,0285-41-6063,,,,,
198,FSG,(株)扶桑ゴム産業,〒734-0014　　広島県広島市南区宇品西二丁目16番40号,FYG01,製造部　矢野 様宛,082-251-8555,082-253-5964,,,,
199,GC,(株)ジーシー　デザイン部,〒174-8585　　東京都板橋区蓮沼町76-1,GC01　　　1353,機能包材課　　二瓶 様宛,03-3965-1277,03-3965-1392,,,,
200,GEN,ＧＥＮ(株),〒594-0031　　大阪府和泉市伏屋町2丁目3-35,GEN01　　1453,西元 様宛,072-556-7811,072-556-7812,,,,
201,GKU,技工(株),埼玉県熊谷市万吉3100,KBT01  (株)クボタ,*,048-536-1277,,,,,
202,GKU1,(株)ゴコウ,〒010-1653　　秋田県秋田市豊岩小山字狐森325,GKU01　　1159,佐藤 様宛,018-828-5505,018-828-5649,,,,
203,GMY,（株）五明紙器製作所,横浜市港北区新羽町2367,GMY01,,045-592-7311,045-592-7443,,,,
204,GNM,群馬精工株式会社　藤岡工場,群馬県藤岡市岡之郷652,SUW01,根本,0274-42-0888,0274-42-0987,,,,
205,GNM1,㈲グンマ化工,群馬県みどり市大間々町大間々2418-1,GNM01,,0277-72-0301,0277-72-0311,,,,
206,GMS,群馬精工(株),〒367-0247　　埼玉県児玉郡神川町元阿保1295-13,GMS01　　1218,藤田 様宛,0495-74-0885,,,,,
207,GOJ,（株）五事　　茨城工場,茨城県稲敷郡河内町長竿3283-1,GOJ01,*****,0297-60-5241,0297-60-5231,,,,
208,GPC,ｼﾞｰﾊﾟｯｸｽ(株),,GPC01　　1084,松葉 様,,,,,,
209,HAE,弘前航空電子㈱,〒036-8666　　青森県弘前市清野袋5-5-1,HAE01,購買　佐藤様宛,0172-39-1586,,,,,
210,HAT,(株)エイチ・アンド・ティー,〒610-0323　　京都府京田辺市水取梅ノ木峠74-4,HAT01　　1358,高橋 様宛,0774-65-0430,0774-65-0381,,,,
211,HDK,北埼ダンボール工業(株),〒361-0084　　埼玉県行田市南河原895,HDK01　　1317,加藤 様,048-557-2222,048-557-0177,,,,
212,HDR,(株)Ｈonda Ｌock　　広瀬工場,〒880-0293　　宮崎県宮崎市佐土原町下那珂2957-51,HDR01　　1031,管理課　　田崎 様宛,0985-73-5248,0985-73-6957,,,,
213,HES,北越商工(株),〒933-0011　　富山県高岡市石瀬853-3,HES01　　1198,三村 様宛,0766-25-2505,0766-21-8157,,,,
214,HGD,長谷川電機工業(株),〒661-0976　　兵庫県尼崎市潮江5-6-20 雷ﾃｸﾉﾛｼﾞｰｾﾝﾀｰ,HGD01　　1454,中江 様宛,06-6423-0797,06-6423-0785,,,,
215,HGW,(株)ハギワラ,〒224-0025　　神奈川県横浜市都筑区早渕1-1-13　早渕工業団地102,HGW01　　1368,萩原 様宛,045-512-7836,045-593-3245,,,,
216,HJR,(有) ひじり工研,東京都品川区平塚３－５－４,SMK01 ひたち 杉村様,*,03-3787-6400,,,,,
217,HKD,峰光電子(株),〒222-0001　　神奈川県横浜市港北区樽町2-3-1,HKD01　　203,白川 様宛,045-547-2651,045-547-2650,,,,
218,HKH,浜松キハン(株),〒435-0038　　静岡県浜松市南区三和町847,HKH01　　1312,天野 様宛,053-464-5101,053-463-7037,,,,
219,HKM,（株）北萌産業,北海道砂流郡門別町富川東4-4-32,HKM01,小野,01456-2-2545,,,,,
220,HKS,(有) ホクソウ,横浜市鶴見区獅子ヶ谷2-32-52,HKS01,北村,045-584-4811,045-584-4813,,,,
221,HKS2,(株)ホクシン,〒523-0891　　滋賀県近江八幡市鷹飼町1554-2,HKS02　　1202,高橋 様宛,0748-31-3665,0748-31-3615,,,,
222,HKS3,北港商事㈱,〒530-0001　　大阪市北区梅田1-3-1-1100　大阪駅前第一ビル11階,HKS03,宮川　様宛,06-6346-1221,06-6346-1225,,,,
223,HKK,㈱東北風,兵庫県明石市二見町南二見10-1,HKK01,梶原,078-943-8186,078-943-8187,,,,
224,HMK,浜松化学(株),〒433-8105　　静岡県浜松市三方原町１２８番地,HMK01　　1303,伊藤 様宛,053-437-3333,053-437-3811,,,,
225,HMP,浜松ホトニクス(株)　本社工場,〒435-0051　　静岡県浜松市東区市野町1126-1　,HMH01,第１１部門　林 様宛,053-434-3311,,,,,
226,HMP1,浜松ホトニクス（株）　本社工場,*,資材Ｇ小久江HMH01,固体事業部,*,,,,,
227,HMP2,浜松ホトニクス（株）　三家工場,*,資材Ｇ小久江HMH01,*,*,,,,,
228,HMP3,浜松ホトニクス（株）　市野工場,静岡県浜松市市野町1126-1,資材Ｇ小久江HMH01,生産管理ｸﾞﾙｰﾌﾟ　　大場 勝仁,053-434-3311,,,,,
229,HMP4,浜松ホトニクス（株）,静岡県浜松市市野町1126-1,YMS01,固体事業部開発部開発第3G  溝口 真規,053-434-3311,053-431-0235,,,,
230,HMS,浜商事(株),〒437-1302　　静岡県掛川市大渕9803-1,HMS01　954,包材部配送センター　　繁田 様宛,0537-48-6551,0537-48-2259,,,,
231,HNK,(株)ﾊﾙﾅ工業,〒230-0071　　神奈川県横浜市鶴見区駒岡2-8-53,HNK01　　1220,福籠 様宛,045-574-0531,045-571-1521,,,,
232,HNS,㈱H・Ｉシステック,熊本県合志市栄3792-109,HNS01,,096-248-4880,096-248-4819,,,,
233,HRK,(株)平川製作所,〒136-0073　　東京都江東区北砂6-27-26,HRK01　　997,倉田 様宛,03-3646-6888,03-3646-6598,,,,
234,HRH,平河ﾋｭｰﾃｯｸ(株),〒960-0719　　福島県伊達市梁川町やながわ工業団地1-2,HRH01　　1174,機器電線事業部　技術部　技術・開発Gr.　田中 様宛,024-577-1255,024-577-1214,,,,
235,HRZ2,(株)ホリゾン,〒145-0072　　東京都大田区田園調布本町29-6,HRZ02　　1347,堀川 様宛,03-3722-1051,03-3721-0398,,,,
236,HSD,（株）豊水電機研究所　埼玉工場,埼玉県入間郡三芳町上富1559-6,NPC01　森本,*,049-259-1811,,,,,
237,HSK,株式会社 ホープ精工　本社工場,埼玉県飯能市双柳1394-6,HSK01,*,042-973-3011,042-973-2030,,,,
238,HSK1,株式会社 ホープ精工　横浜営業所,横浜市都筑区富士見が丘14-6,HSK01,ｻﾝﾎﾜｲﾄ富士見が丘207,045-947-1023,045-947-1024,,,,
239,HSK2,株式会社 ホープ精工　川内工場(ｾﾝﾀﾞｲ）,鹿児島県薩摩川内市冷水町551-2,HSK01,*,0996-22-1314,0996-22-1049,,,,
240,HSN,星名産業安田工場,富山県滑川市有金柴320-24,三晶ＭＥＣ㈱TYM01,*,076-476-0801,,,,,
241,HSS,(有) 星産業,福島県岩瀬郡鏡石町桜岡375-5,SMKひたち 長山,小山工場長,0248-62-5141,0248-62-4863,,,,
242,HSS1,(有) 星産業,福島県岩瀬郡鏡石町桜岡375-5,SMKひたち 長山,橋本,0248-62-5141,0248-62-4863,,,,
243,HSS2,(有) 星産業,福島県岩瀬郡鏡石町桜岡375-5,SMKひたち 高橋,橋本,0248-62-5141,0248-62-4863,,,,
244,HSS3,(株)白山製作所,〒357-0022　　埼玉県飯能市新光１番地,HSS01　　1284,業務本部　光ﾌﾟﾛｼﾞｪｸﾄ　　吉越 様宛,042-974-3522,042-974-2621,,,,
245,HTB,(株)一橋,〒737-0161　　広島県呉市郷原町字一ノ松光山2507-923,ICH01　　1081,渡橋 様宛,0823-77-2500,0823-77-2501,,,,
246,HTC,（株）日立ﾊｲﾃｸﾏﾆｭﾌｧｸﾁｭｱｰ&ｻｰﾋﾞｽ,茨城県ひたちなか市堀口795-27,日立製作所HTC03,化成製造部 生産技術ｸﾞﾙｰﾌﾟ　佐々木 映,0292-75-5222,,,,,
247,HTC4,日立ｹｰﾌﾞﾙﾌﾟﾚｼｼﾞｮﾝ(株),〒992-1442　　山形県米沢市芳泉町901番地,HTC04　　1129,設計企画部　米沢製品設計課　　髙木 様宛,0238-38-2921,0238-38-6507,,,,
248,HTK,日立化成(株),〒16-0036　　茨城県日立市鮎川町3-3-1,HTC05　　1445,調達部 購買担当者 様,0294-38-6131,0294-38-6140,,,,
249,HTP,(有)常陸プレス工業所,〒309-1234　　茨城県桜川市阿部田399番地,HTP01　　1328,業務部　入江 様宛,0296-58-5252,0296-58-5858,,,,
250,HUY,(株)宝洋　　横浜支店,〒200-0002　　神奈川県横浜市西区南軽井沢13-2,HUY01　　231,中江 様宛,045-313-3415,045-313-3729,,,,
251,HWG,平和ｺﾞﾑ商工(株),〒971-8101　　福島県いわき市小名浜字吹松2-13,HWG01　　975,葛西 様宛,0246-54-5151,0246-52-0248,,,,
252,HXG,ヘキサゴン・メトロジー(株)　浜松事業所,〒434-0043　　静岡県浜松市浜北区中条674-1,HXG01　　1436,佐藤 様宛,053-584-6660,053-584-6659,,,,
253,HYK,(有)早川製作所,〒213-0032　　神奈川県川崎市高津区久地3-6-12,HYK01　　1207,長濱 様宛,044-811-2277,044-811-2276,,,,
254,HYM,(株)葉山電器製作所,〒514-2105　　三重県津市美里町五百野1285,HYM01　　1119,商品製造部　　塚脇 様宛,059-279-3131,059-279-3136,,,,
255,HYM2,葉山工業(有),〒224-0053　　横浜市都筑区池辺町3964,HYM02　　1280,佐川 様宛,045-482-9628,,,,,
256,HYS,(株)日吉製作所,〒223-0066　　神奈川県横浜市港北区高田西5-5-18,HYS01　　1437,工藤 様宛,045-591-6101,045-592-6974,,,,
257,HYT,林テレンﾌﾟ株式会社,愛知県豊田市亀首町町屋洞100番地ノ2,HYT 01,オプト事業部 研究・設計開発グループ　　志田,0565-45-7548,0565-45-7261,,,,
258,IAC,IACT･空南センター,千葉県山武郡芝山町岩山148-15ﾌﾟﾛﾛｼﾞｽﾊﾟｰｸ成田1F,AMP 本間 　A伝,今関,0479-78-8861,,,,,
259,IAC1,IACT･空南センター,千葉県山武郡芝山町岩山148-15ﾌﾟﾛﾛｼﾞｽﾊﾟｰｸ成田1F,AMP 勝俣 　A伝,今関係長,0479-78-8861,,,,,
260,IBR,茨城ＳＭＫ（株）,*,IBR01,根本,*,,,,,
261,IBR1,茨城ＳＭＫ（株）,*,IBR01,古谷,*,,,,,
262,IBR2,茨城ＳＭＫ（株）,*,IBR01,*,*,,,,,
263,ICK2,(有)一幸工業,〒125-0052　　東京都葛飾区柴又2-19-21,ICK02,品質管理課　土本 様宛,03-3600-8513,03-3608-4530,,,,
264,IGT,(株)井口商店,〒940-0012　　新潟県長岡市下々条4-1-1,IGT01　　1021,山本 様宛,0258-25-3250,0258-25-3255,,,,
265,IHK,稲畑香料(株),〒532-0027　　大阪府大阪市淀川区田川3-5-20,IHK01　　,製造課　　明石 様宛,06-6301-8995,,,,,
266,IRS1,㈱入曽精密,埼玉県入間市狭山ヶ原369-1,IRS01,中島,04-2934-4633,04-2934-4630,,,,
267,IKR,（株）育良精機製作所　　小山工場,栃木県小山市萱橋大杉浦652-2,IKR01,*,0285-49-1111,,,,,
268,IMC,(株)ｱｲ･ｴﾑ･ｼｰ,〒160-0023　　東京都新宿区西新宿6丁目10番1号,IMC01　　1267,勝野 様宛,03-5325-3077,03-5325-3087,,,,
269,ISB0,石橋理化工業（株）,栃木県河内郡上三川町上三川3426,OGR01  小倉貿易,堀,028-556-2441,,,,,
270,ISB,(株)イシバシ機工,〒518-0835　　三重県伊賀市緑ヶ丘南町3878-2,ISB01　　1407,尾崎 様宛,0595-24-1941,0595-24-1623,,,,
271,ISD,アイエスディ(株),〒363-0007　　埼玉県桶川市小針領家578番地,ISD01　　1321,芹澤 様宛,048-728-6611,,,,,
272,ISE,イセ（株）　　富山営業所,〒939-8251　　富山県富山市西荒谷543,ISE01　　1386,西野 様宛,076-429-7353,076-429-7354,,,,
273,ISI,石井ﾌﾟﾚｽ工業(株),〒343-0852　　埼玉県越谷市新川町1-23,ISI01　　1158,松崎 様宛,048-986-7151,048-987-9035,,,,
274,ISK3,石川電機(株),〒213-0004　　神奈川県川崎市高津区諏訪3-10-15,ISK03　　1046,資材部　　小見山 様宛,044-844-1251,044-844-4041,,,,
275,ISN,石巻パッケージ㈱,宮城県石巻市三河町8,ISN01,,0225-96-5811,0225-22-6980,,,,
276,IST,(株)石友,〒400-0811　　山梨県甲府市川田町アリア106,IST01　　978,開発部　　小林 孝至 様宛,055-220-1711,,,,,
277,ISZ,いすゞ自動車(株)　　藤沢工場,〒252-0881　　神奈川県藤沢市土棚8番地,ISZ01　　1176,新規事業開発部　保有事業Gr.　　山内 様,0466-45-2771,0466-45-7689,,,,
278,ITC,伊藤忠ﾌﾟﾗｽﾁｯｸｽ㈱,東京都渋谷区道玄坂1-12-1,ITC01,菊田,03-6415-3852,03-6415-3862,,,,
279,ITO,(有) アイティーオー,〒232-0064　　横浜市南区別所1-13-20-305,ITO01,代表取締役　伊東,045-713-5695,045-713-5695,,,,
280,ITS2,(株)ｱｲﾃｨｴｽｴﾝｼﾞﾆｱﾘﾝｸﾞ,〒198-0024　　東京都青梅市新町5-33-7　ITSEﾋﾞﾙ,ITS02　　1260,生産管理部　須崎 様宛,0428-30-1723,0428-30-1705,,,,
281,ITU,(株)伊藤製作所,〒399-4601　　長野県上伊那郡箕輪町大字中箕輪10320-9,ITU01　　254,新商品開発Gr.　　上田 様宛,0265-79-2370,0265-79-9098,,,,
282,IWN,(株)岩沼精工,宮城県岩沼市下野郷字大松原305-3,IWN01,,0223-29-2121,0223-29-2122,,,,
283,IWS,イワサキ通信工業(株),〒989-5625　　宮城県栗原市志波姫堀口十文字25-1,IWS01　　1455,*,0228-23-6881,0228-23-6581,,,,
284,IWT,磐田電工（株）,*,AMP  A伝,営業部　山本,*,,,,,
285,IWT2,岩田興産(株),〒368-0005　　埼玉県秩父市大野原1200,IWT02　1175,中川 様宛,0494-25-4034,0494-24-6325,,,,
286,IZD,泉電気(株),〒372-0031　　群馬県伊勢崎市今泉町2丁目821番地,IZD01　　1227,品質管理　　須藤 様宛,0270-23-4123,0270-23-4121,,,,
287,IZK,(株)石関工範,〒370-0071　　群馬県高崎市小八木町304番地3号,IZK01　　1444,石関 様,027-361-9121,027-362-9980,,,,
288,IZM,いずみ電機（株）,座間市ひばりが丘4丁目6166番地,ＳＭＫ（株）　野口,岡田工場長,046-251-0678,,,,,
289,JCT,ジャパンコンミュテーター(株),〒525-0001　　滋賀県草津市下物町20-1番地,JCT01　　1335,奥井 様宛,077-568-3611,,,,,
290,JED,上越電子工業(株),〒370-0871　　群馬県高崎市上豊岡町561-30,JED01　　1364,池田 様宛,027-344-2395,027-344-2396,,,,
291,JIC,（株）ｼﾞｬﾊﾟﾝｲﾝﾀｰﾅｼｮﾅﾙｺﾏｰｽ,〒150-0045　　東京都渋谷区神泉町21-3 渋谷YTビル02 5Ｆ,JIC01　　1346,村上 様,03-5790-2345,03-5790-2346,,,,
292,JKT,(株)ｼﾞｺｰﾃｯｸ,〒370-0702　　群馬県邑楽郡明和町上江黒339-1,JKT01　　1168,柏原 様宛,0276-70-1410,0276-74-4720,,,,
293,JLS,(株)ｼﾞｮﾙｿﾝ,〒158-0083　　東京都世田谷区奥沢5-29-7,JLS01　　1035,購買課　　佐藤 様宛,03-3722-8181,03-3722-8185,,,,
294,JOC,上智大学　理工学部,〒102-8554　　東京都千代田区紀尾井町7-1,JOC01　　982,機能創造理工学科　　菊池 様宛,03-3238-3323,03-3238-3321,,,,
295,JON,ＪＯＨＮＡＮ(株),〒571-0016　　大阪府門真市島頭3-8-10,JON01　　1443,的場 様宛,072-884-7733,072-884-0285,,,,
296,JJD,(株)十字電子,〒992-0004　　山形県米沢市窪田町小瀬172,JJD01　　1238,管理部　　情野 様,0238-37-3114,0238-37-3146,,,,
297,JKK,(株)樹研工業,〒441-8003　　愛知県豊橋市小向町字北小向140-1,JKK01　　1306,生産管理課　　新井 様宛,0532-31-2061,0532-31-0699,,,,
298,JSD,（有） 常創電子,福島県いわき市常盤西郷町落合265,SMK01  ひたち,箱崎,0246-72-0280,,,,,
299,JSD1,（有） 常創電子,福島県いわき市常盤西郷町落合265,SMK01,古泉,0246-72-0280,,,,,
300,KAR,(株)ケーアライバル,〒370-0045　　群馬県高崎市東町32　Takasaki紋屋ﾋﾞﾙ201,KAR01　　1362,清水 様,027-324-2995,027-324-2996,,,,
301,KBI,(有)久保井塗装工業所,〒350-1311　　埼玉県狭山市中新田1083-3,KBI01　　1406,窪井 様宛,04-2958-5763,,,,,
